Method|ThreadCount|BlobName|SizeMB|Mbps|MilliSec
ServiceSideSyncCopy-Total | 4 | 30 blobs | 1110.0 | 265.75 | 00:00:33.4153176
ServiceSideAsyncCopy | 4 | 001MB/File02.dat | 1.0 | 4.79 | 1668.91
ServiceSideAsyncCopy | 4 | 001MB/File03.dat | 1.0 | 1.27 | 6307.02
ServiceSideAsyncCopy | 4 | 001MB/File00.dat | 1.0 | .74 | 10817.36
ServiceSideAsyncCopy | 4 | 001MB/File04.dat | 1.0 | .74 | 10763.20
ServiceSideAsyncCopy | 4 | 001MB/File05.dat | 1.0 | 1.28 | 6253.79
ServiceSideAsyncCopy | 4 | 001MB/File01.dat | 1.0 | .62 | 12832.31
ServiceSideAsyncCopy | 4 | 001MB/File06.dat | 1.0 | 3.91 | 2044.94
ServiceSideAsyncCopy | 4 | 001MB/File07.dat | 1.0 | 7.97 | 1004.12
ServiceSideAsyncCopy | 4 | 001MB/File09.dat | 1.0 | 9.85 | 812.36
ServiceSideAsyncCopy | 4 | 001MB/File08.dat | 1.0 | 6.56 | 1219.59
ServiceSideAsyncCopy | 4 | 010MB/File00.dat | 10.0 | 18.64 | 4292.10
ServiceSideAsyncCopy | 4 | 010MB/File01.dat | 10.0 | 11.83 | 6764.53
ServiceSideAsyncCopy | 4 | 010MB/File03.dat | 10.0 | 10.75 | 7443.78
ServiceSideAsyncCopy | 4 | 010MB/File02.dat | 10.0 | 9.54 | 8389.06
ServiceSideAsyncCopy | 4 | 010MB/File04.dat | 10.0 | 15.11 | 5294.13
ServiceSideAsyncCopy | 4 | 010MB/File05.dat | 10.0 | 15.64 | 5116.22
ServiceSideAsyncCopy | 4 | 010MB/File06.dat | 10.0 | 15.73 | 5085.54
ServiceSideAsyncCopy | 4 | 010MB/File08.dat | 10.0 | 12.24 | 6533.49
ServiceSideAsyncCopy | 4 | 010MB/File07.dat | 10.0 | 9.95 | 8037.71
ServiceSideAsyncCopy | 4 | 010MB/File09.dat | 10.0 | 13.86 | 5771.56
ServiceSideAsyncCopy | 4 | 100MB/File00.dat | 100.0 | 32.56 | 24568.68
ServiceSideAsyncCopy | 4 | 100MB/File01.dat | 100.0 | 27.19 | 29426.45
ServiceSideAsyncCopy | 4 | 100MB/File02.dat | 100.0 | 19.28 | 41501.27
ServiceSideAsyncCopy | 4 | 100MB/File03.dat | 100.0 | 16.62 | 48123.58
ServiceSideAsyncCopy | 4 | 100MB/File04.dat | 100.0 | 19.74 | 40523.72
ServiceSideAsyncCopy | 4 | 100MB/File05.dat | 100.0 | 17.90 | 44693.36
ServiceSideAsyncCopy | 4 | 100MB/File06.dat | 100.0 | 17.85 | 44825.87
ServiceSideAsyncCopy | 4 | 100MB/File07.dat | 100.0 | 15.60 | 51286.01
ServiceSideAsyncCopy | 4 | 100MB/File08.dat | 100.0 | 16.59 | 48232.12
ServiceSideAsyncCopy | 4 | 100MB/File09.dat | 100.0 | 17.08 | 46828.28
ServiceSideAsyncCopy-Total | 4 | 30 blobs | 1110.0 | 59.19 | 00:02:30.0272461
SyncCopy | 8 | 001MB/File01.dat | 1.0 | 7.56 | 1058.59
SyncCopy | 8 | 001MB/File03.dat | 1.0 | 6.15 | 1300.93
SyncCopy | 8 | 001MB/File07.dat | 1.0 | 5.82 | 1373.61
SyncCopy | 8 | 001MB/File02.dat | 1.0 | 5.30 | 1508.42
SyncCopy | 8 | 001MB/File00.dat | 1.0 | 5.22 | 1531.49
SyncCopy | 8 | 001MB/File05.dat | 1.0 | 5.18 | 1544.50
SyncCopy | 8 | 001MB/File06.dat | 1.0 | 4.91 | 1629.96
SyncCopy | 8 | 001MB/File04.dat | 1.0 | 3.46 | 2312.91
SyncCopy | 8 | 001MB/File09.dat | 1.0 | 5.27 | 1518.50
SyncCopy | 8 | 001MB/File08.dat | 1.0 | 3.75 | 2133.12
SyncCopy | 8 | 010MB/File02.dat | 10.0 | 20.78 | 3849.56
SyncCopy | 8 | 010MB/File05.dat | 10.0 | 18.00 | 4444.45
SyncCopy | 8 | 010MB/File00.dat | 10.0 | 11.65 | 6867.04
SyncCopy | 8 | 010MB/File07.dat | 10.0 | 14.73 | 5432.27
SyncCopy | 8 | 010MB/File04.dat | 10.0 | 8.77 | 9126.00
SyncCopy | 8 | 010MB/File01.dat | 10.0 | 8.29 | 9654.93
SyncCopy | 8 | 010MB/File06.dat | 10.0 | 5.88 | 13598.39
SyncCopy | 8 | 010MB/File03.dat | 10.0 | 4.77 | 16755.60
SyncCopy | 8 | 010MB/File08.dat | 10.0 | 4.09 | 19539.74
SyncCopy | 8 | 010MB/File09.dat | 10.0 | 4.39 | 18216.16
SyncCopy | 8 | 100MB/File01.dat | 100.0 | 33.72 | 23727.92
SyncCopy | 8 | 100MB/File03.dat | 100.0 | 36.84 | 21717.47
SyncCopy | 8 | 100MB/File00.dat | 100.0 | 32.34 | 24735.39
SyncCopy | 8 | 100MB/File04.dat | 100.0 | 44.13 | 18126.22
SyncCopy | 8 | 100MB/File02.dat | 100.0 | 29.96 | 26703.33
SyncCopy | 8 | 100MB/File05.dat | 100.0 | 38.13 | 20980.66
SyncCopy | 8 | 100MB/File06.dat | 100.0 | 49.32 | 16221.82
SyncCopy | 8 | 100MB/File07.dat | 100.0 | 39.30 | 20357.09
SyncCopy | 8 | 100MB/File08.dat | 100.0 | 52.03 | 15374.45
SyncCopy | 8 | 100MB/File09.dat | 100.0 | 44.15 | 18120.89
SyncCopy-Total | 8 | 30 blobs | 1110.0 | 173.77 | 00:00:51.1025839
ServiceSideSyncCopy | 8 | 001MB/File02.dat | 1.0 | 6.56 | 1218.68
ServiceSideSyncCopy | 8 | 001MB/File01.dat | 1.0 | 5.55 | 1442.60
ServiceSideSyncCopy | 8 | 001MB/File04.dat | 1.0 | 5.55 | 1442.47
ServiceSideSyncCopy | 8 | 001MB/File06.dat | 1.0 | 5.55 | 1442.44
ServiceSideSyncCopy | 8 | 001MB/File03.dat | 1.0 | 5.55 | 1442.61
ServiceSideSyncCopy | 8 | 001MB/File05.dat | 1.0 | 5.32 | 1503.52
ServiceSideSyncCopy | 8 | 001MB/File00.dat | 1.0 | 5.02 | 1592.52
ServiceSideSyncCopy | 8 | 001MB/File08.dat | 1.0 | 14.09 | 567.62
ServiceSideSyncCopy | 8 | 001MB/File09.dat | 1.0 | 13.49 | 592.89
ServiceSideSyncCopy | 8 | 001MB/File07.dat | 1.0 | 3.59 | 2225.63
ServiceSideSyncCopy | 8 | 010MB/File01.dat | 10.0 | 43.59 | 1835.24
ServiceSideSyncCopy | 8 | 010MB/File06.dat | 10.0 | 49.23 | 1624.90
ServiceSideSyncCopy | 8 | 010MB/File00.dat | 10.0 | 30.77 | 2599.60
ServiceSideSyncCopy | 8 | 010MB/File02.dat | 10.0 | 27.99 | 2858.45
ServiceSideSyncCopy | 8 | 010MB/File08.dat | 10.0 | 43.69 | 1830.98
ServiceSideSyncCopy | 8 | 010MB/File09.dat | 10.0 | 38.12 | 2098.46
ServiceSideSyncCopy | 8 | 010MB/File07.dat | 10.0 | 21.80 | 3669.92
ServiceSideSyncCopy | 8 | 010MB/File05.dat | 10.0 | 16.86 | 4744.21
ServiceSideSyncCopy | 8 | 010MB/File03.dat | 10.0 | 12.00 | 6667.42
ServiceSideSyncCopy | 8 | 100MB/File02.dat | 100.0 | 203.95 | 3922.61
ServiceSideSyncCopy | 8 | 100MB/File00.dat | 100.0 | 155.73 | 5137.21
ServiceSideSyncCopy | 8 | 100MB/File05.dat | 100.0 | 196.43 | 4072.74
ServiceSideSyncCopy | 8 | 100MB/File03.dat | 100.0 | 163.71 | 4886.82
ServiceSideSyncCopy | 8 | 100MB/File04.dat | 100.0 | 136.79 | 5848.37
ServiceSideSyncCopy | 8 | 100MB/File01.dat | 100.0 | 92.52 | 8647.18
ServiceSideSyncCopy | 8 | 100MB/File06.dat | 100.0 | 164.60 | 4860.23
ServiceSideSyncCopy | 8 | 100MB/File08.dat | 100.0 | 163.49 | 4893.34
ServiceSideSyncCopy | 8 | 100MB/File07.dat | 100.0 | 126.02 | 6348.35
ServiceSideSyncCopy | 8 | 100MB/File09.dat | 100.0 | 134.12 | 5965.00
ServiceSideSyncCopy | 8 | 010MB/File04.dat | 10.0 | 4.93 | 16224.21
ServiceSideSyncCopy-Total | 8 | 30 blobs | 1110.0 | 495.24 | 00:00:17.9306892
ServiceSideAsyncCopy | 8 | 001MB/File07.dat | 1.0 | 3.73 | 2142.32
ServiceSideAsyncCopy | 8 | 001MB/File02.dat | 1.0 | 3.16 | 2533.12
ServiceSideAsyncCopy | 8 | 001MB/File06.dat | 1.0 | 2.73 | 2930.57
ServiceSideAsyncCopy | 8 | 001MB/File03.dat | 1.0 | 2.36 | 3385.07
ServiceSideAsyncCopy | 8 | 001MB/File00.dat | 1.0 | 2.15 | 3719.01
ServiceSideAsyncCopy | 8 | 001MB/File05.dat | 1.0 | 1.92 | 4158.70
ServiceSideAsyncCopy | 8 | 001MB/File04.dat | 1.0 | 1.76 | 4540.36
ServiceSideAsyncCopy | 8 | 001MB/File08.dat | 1.0 | 2.67 | 2996.76
ServiceSideAsyncCopy | 8 | 001MB/File01.dat | 1.0 | 1.45 | 5535.36
ServiceSideAsyncCopy | 8 | 001MB/File09.dat | 1.0 | 2.35 | 3401.29
ServiceSideAsyncCopy | 8 | 010MB/File00.dat | 10.0 | 4.95 | 16175.85
ServiceSideAsyncCopy | 8 | 010MB/File04.dat | 10.0 | 5.34 | 14992.29
ServiceSideAsyncCopy | 8 | 010MB/File01.dat | 10.0 | 4.91 | 16280.90
ServiceSideAsyncCopy | 8 | 010MB/File03.dat | 10.0 | 5.02 | 15946.28
ServiceSideAsyncCopy | 8 | 010MB/File05.dat | 10.0 | 5.21 | 15363.38
ServiceSideAsyncCopy | 8 | 010MB/File06.dat | 10.0 | 4.73 | 16915.88
ServiceSideAsyncCopy | 8 | 010MB/File07.dat | 10.0 | 4.70 | 17017.40
ServiceSideAsyncCopy | 8 | 010MB/File02.dat | 10.0 | 4.08 | 19627.20
ServiceSideAsyncCopy | 8 | 010MB/File09.dat | 10.0 | 19.89 | 4022.52
ServiceSideAsyncCopy | 8 | 010MB/File08.dat | 10.0 | 14.59 | 5483.00
ServiceSideAsyncCopy | 8 | 100MB/File00.dat | 100.0 | 36.02 | 22210.16
ServiceSideAsyncCopy | 8 | 100MB/File01.dat | 100.0 | 34.94 | 22898.62
ServiceSideAsyncCopy | 8 | 100MB/File02.dat | 100.0 | 20.40 | 39221.79
ServiceSideAsyncCopy | 8 | 100MB/File03.dat | 100.0 | 18.60 | 43006.39
ServiceSideAsyncCopy | 8 | 100MB/File04.dat | 100.0 | 14.61 | 54745.56
ServiceSideAsyncCopy | 8 | 100MB/File05.dat | 100.0 | 10.86 | 73634.24
ServiceSideAsyncCopy | 8 | 100MB/File06.dat | 100.0 | 9.03 | 88575.07
ServiceSideAsyncCopy | 8 | 100MB/File07.dat | 100.0 | 5.93 | 134887.29
ServiceSideAsyncCopy | 8 | 100MB/File08.dat | 100.0 | 6.77 | 118216.03
ServiceSideAsyncCopy | 8 | 100MB/File09.dat | 100.0 | 5.78 | 138525.06
ServiceSideAsyncCopy-Total | 8 | 30 blobs | 1110.0 | 48.89 | 00:03:01.6281271
SyncCopy | 16 | 001MB/File09.dat | 1.0 | 6.73 | 1188.49
SyncCopy | 16 | 001MB/File01.dat | 1.0 | 6.18 | 1294.73
SyncCopy | 16 | 001MB/File07.dat | 1.0 | 5.52 | 1449.91
SyncCopy | 16 | 001MB/File05.dat | 1.0 | 5.33 | 1499.77
SyncCopy | 16 | 001MB/File00.dat | 1.0 | 5.04 | 1587.10
SyncCopy | 16 | 001MB/File04.dat | 1.0 | 4.97 | 1609.47
SyncCopy | 16 | 001MB/File02.dat | 1.0 | 4.90 | 1631.24
SyncCopy | 16 | 001MB/File06.dat | 1.0 | 3.60 | 2222.20
SyncCopy | 16 | 001MB/File08.dat | 1.0 | 2.64 | 3034.20
SyncCopy | 16 | 001MB/File03.dat | 1.0 | 1.97 | 4051.24
SyncCopy | 16 | 010MB/File02.dat | 10.0 | 12.26 | 6525.83
SyncCopy | 16 | 010MB/File07.dat | 10.0 | 5.58 | 14325.27
SyncCopy | 16 | 010MB/File05.dat | 10.0 | 5.03 | 15903.92
SyncCopy | 16 | 010MB/File00.dat | 10.0 | 4.78 | 16737.81
SyncCopy | 16 | 010MB/File09.dat | 10.0 | 4.88 | 16389.65
SyncCopy | 16 | 010MB/File01.dat | 10.0 | 4.04 | 19799.49
SyncCopy | 16 | 010MB/File08.dat | 10.0 | 4.19 | 19083.55
SyncCopy | 16 | 010MB/File03.dat | 10.0 | 3.81 | 20994.17
SyncCopy | 16 | 010MB/File06.dat | 10.0 | 3.93 | 20343.50
SyncCopy | 16 | 100MB/File00.dat | 100.0 | 39.15 | 20434.08
SyncCopy | 16 | 100MB/File01.dat | 100.0 | 37.05 | 21591.59
SyncCopy | 16 | 010MB/File04.dat | 10.0 | 3.43 | 23292.36
SyncCopy | 16 | 100MB/File02.dat | 100.0 | 36.05 | 22190.85
SyncCopy | 16 | 100MB/File03.dat | 100.0 | 32.20 | 24846.20
SyncCopy | 16 | 100MB/File08.dat | 100.0 | 45.68 | 17514.11
SyncCopy | 16 | 100MB/File04.dat | 100.0 | 25.36 | 31546.79
SyncCopy | 16 | 100MB/File05.dat | 100.0 | 25.39 | 31505.49
SyncCopy | 16 | 100MB/File09.dat | 100.0 | 40.18 | 19911.26
SyncCopy | 16 | 100MB/File07.dat | 100.0 | 37.76 | 21187.76
SyncCopy | 16 | 100MB/File06.dat | 100.0 | 25.48 | 31397.07
